0 0
0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 0
1.3 0
1.4 0
1.5 0
1.6 0
1.7 0
1.8 0
1.9 0
2 0
2.1 0
2.2 0
2.3 0
2.4 0
2.5 0
2.6 0
2.7 0
2.8 0
2.9 0
3 0
3.1 0
3.2 0
3.3 0
3.4 0
3.5 0
3.6 0
3.7 0
3.8 0
3.9 0
4 0
4.1 0
4.2 0
4.3 0
4.4 0
4.5 0
4.6 0
4.7 0
4.8 0
4.9 0
5 0
5.4 0
5.8 0
6.2 0
6.6 0
7 0
7.4 0
7.8 0
8.2 0
8.6 0
9 0
9.4 0
9.8 0
10.2 0
10.6 0
11 0
11.4 0
11.8 0
12.2 0
12.6 0
13 0
13.4 0
13.8 0
14.2 0
14.6 0
15 0
15 0
15.3 0.00224996
15.5999 0.00899933
15.8997 0.0202466
16.1993 0.0359892
16.4986 0.0562236
16.7976 0.0809453
17.0961 0.110149
17.3942 0.143827
17.6918 0.181973
17.9888 0.224578
18.285 0.271633
18.5806 0.323126
18.8753 0.379047
19.1692 0.439382
19.4621 0.504118
19.7541 0.573241
20.0449 0.646734
20.3346 0.724582
20.6231 0.806767
20.9104 0.89327
21.1963 0.984072
21.4809 1.07915
21.7639 1.17849
22.0455 1.28206
22.3255 1.38985
22.6038 1.50182
22.8804 1.61795
23.1552 1.73822
23.4282 1.8626
23.6993 1.99106
23.9685 2.12357
24.2356 2.2601
24.5006 2.40063
24.7635 2.54511
25.0243 2.69352
25.2827 2.84583
25.5389 3.00199
25.7926 3.16198
26.044 3.32576
26.2928 3.49329
26.5392 3.66453
26.7829 3.83945
27.024 4.018
27.2623 4.20016
27.4979 4.38586
27.7307 4.57508
27.9607 4.76777
28.1877 4.96389
28.4117 5.16338
28.6328 5.36622
28.8507 5.57235
29.0656 5.78173
29.2773 5.9943
29.4857 6.21003
29.691 6.42886
29.8929 6.65074
30.0914 6.87563
30.2866 7.10347
30.4783 7.33421
30.6665 7.5678
30.8513 7.80419
31.0324 8.04332
31.2099 8.28514
31.3838 8.5296
31.554 8.77664
31.7205 9.0262
31.8832 9.27824
32.0422 9.53268
32.1972 9.78948
32.3485 10.0486
32.4958 10.3099
32.6392 10.5734
32.7786 10.8391
32.914 11.1068
33.0454 11.3765
33.1727 11.6481
33.2959 11.9216
33.415 12.197
33.53 12.4741
33.6408 12.7528
33.7474 13.0333
33.8498 13.3152
33.9479 13.5987
34.0418 13.8837
34.1314 14.17
34.2167 14.4576
34.2977 14.7464
34.3743 15.0365
34.4466 15.3277
34.5145 15.6199
34.578 15.9131
34.6371 16.2072
34.6918 16.5022
34.742 16.7979
34.7878 17.0944
34.8292 17.3915
34.8661 17.6892
34.8985 17.9875
34.9264 18.2862
34.9499 18.5853
34.9689 18.8847
