0;106,76;152,96;128,10199999999998
1;106,92;112,96;111,73599999999999
2;110,56;111,68;111,0368
3;110,52;111,04;111,012
4;109,72;111,0;110,5168
5;110,52;110,52;110,52
6;110,52;110,52;110,52
7;110,52;111,2;110,656
8;110,52;112,12;110,95200000000001
9;110,52;111,44;110,98
10;110,52;110,52;110,52
11;110,52;110,52;110,52
12;110,48;110,52;110,514
13;110,48;110,52;110,4804
14;110,48;110,48;110,48
15;110,48;112,52;111,02959999999999
16;109,68;112,84;111,5528
17;109,68;111,76;110,472
18;109,68;110,48;109,68799999999999
19;109,68;109,68;109,68
20;109,68;109,68;109,68
21;109,68;109,68;109,68
22;109,68;109,68;109,68
23;109,68;111,2;110,368
24;109,12;111,2;110,184
25;107,48;110,04;109,7584
26;109,12;110,16;109,60799999999999
27;109,12;110,4;109,448
28;109,12;110,4;109,69760000000001
29;109,12;109,92;109,22399999999999
30;109,12;109,12;109,12
31;109,12;109,12;109,12
32;109,12;112,76;110,4264
33;109,12;112,76;111,3092
34;109,12;110,76;109,15279999999998
35;109,12;109,12;109,12
36;109,12;109,12;109,12
37;109,12;109,36;109,2016
38;109,12;109,36;109,2136
39;107,92;109,12;108,52
40;107,92;107,92;107,92
41;107,92;109,6;108,76
42;107,92;109,16;108,54
43;107,92;109,16;108,23
44;107,92;107,92;107,92
45;107,92;109,0;108,46
46;107,92;109,0;108,28720000000001
47;107,92;109,52;109,0992
48;106,84;110,88;108,6048
49;107,88;107,92;107,90279999999998
50;107,88;108,52;108,07959999999999
51;107,88;108,52;108,1848
52;107,88;109,08;107,98199999999999
53;107,88;108,48;108,18
54;107,88;107,88;107,88
55;107,88;107,88;107,88
56;107,88;107,88;107,88
57;107,88;107,88;107,88
58;107,88;110,44;108,50720000000001
59;107,88;110,44;108,75040000000001
60;107,88;107,88;107,88
61;107,88;109,32;108,384
62;107,88;109,32;108,4416
63;107,88;108,48;108,22040000000001
64;108,2;108,48;108,34
65;108,2;108,48;108,21119999999999
66;108,2;108,68;108,44
67;108,2;108,68;108,3392
68;108,2;108,2;108,2
69;107,4;108,2;108,024
70;107,0;107,68;107,39359999999999
71;107,0;107,84;107,15440000000001
72;107,0;107,48;107,24
73;107,0;107,88;107,3536
74;107,0;109,4;107,62
75;107,0;109,44;107,91239999999999
76;106,32;107,04;106,844
77;106,32;106,8;106,3344
78;106,32;106,32;106,32
79;106,32;109,88;106,6016
80;106,32;113,64;109,21
81;106,32;116,08;110,0728
82;107,4;110,12;108,2676
83;107,4;108,96;108,18
84;107,4;107,72;107,44200000000001
85;107,68;108,72;108,2
86;107,68;108,96;108,19
87;107,68;107,96;107,69959999999999
88;107,68;109,84;109,40799999999999
89;109,36;109,84;109,6
90;109,12;109,48;109,29639999999999
91;109,12;109,36;109,21600000000001
92;109,12;109,32;109,18
93;109,12;109,32;109,22
94;109,12;109,8;109,34960000000001
95;109,12;109,64;109,31479999999999
96;109,12;109,64;109,3688
97;109,12;109,6;109,3072
98;109,12;110,24;109,13119999999999
99;109,12;110,24;109,5904
