0;368,36;572,84;458,3544000000001
1;370,0;444,88;405,0640000000001
2;365,08;405,96;380,8804
3;360,08;386,2;373,58119999999997
4;358,84;387,8;368,068
5;356,88;377,68;361,5436000000001
6;355,28;380,4;361,532
7;347,48;376,12;359,7328
8;348,0;372,0;355,7852
9;344,24;370,68;352,76079999999996
10;344,16;363,08;350,2728000000001
11;343,68;363,76;348,644
12;343,56;360,52;347,5452
13;341,36;360,4;346,3196
14;340,2;360,48;344,9796
15;337,56;364,36;344,1583999999999
16;336,24;356,6;342,5252
17;336,12;355,84;340,30760000000004
18;334,68;354,88;338,62039999999996
19;332,96;356,64;337,95959999999997
20;333,12;347,68;335,78280000000007
21;332,28;358,04;336,17079999999993
22;331,92;353,16;335,7884
23;329,6;349,36;334,8068
24;328,64;346,96;333,38800000000003
25;328,44;348,04;333,04040000000003
26;327,56;346,2;332,06520000000006
27;326,6;350,08;331,908
28;324,36;349,36;330,6056
29;324,2;347,76;328,93080000000003
30;322,88;343,08;326,41439999999994
31;322,72;339,92;325,89000000000004
32;322,28;344,36;325,914
33;321,16;350,84;326,07359999999994
34;320,08;339,72;323,88599999999997
35;318,52;337,04;323,2984
36;317,4;337,84;322,23639999999995
37;315,76;335,32;320,406
38;315,12;336,8;320,05240000000003
39;314,32;336,96;318,25479999999993
40;313,56;332,72;316,83439999999996
41;312,52;330,64;316,19359999999995
42;312,24;331,32;316,62320000000005
43;310,68;331,76;315,99640000000005
44;310,8;326,76;314,17760000000004
45;307,04;327,08;313,5344
46;307,2;326,84;311,0095999999999
47;306,56;323,84;309,7604
48;305,44;326,96;309,6552
49;303,92;325,4;309,16560000000004
50;303,28;326,28;308,90319999999997
51;302,72;324,48;307,05760000000004
52;301,08;326,04;306,6632
53;301,48;324,76;305,39559999999994
54;301,28;326,84;304,54479999999995
55;300,88;321,12;304,74119999999994
56;300,6;319,8;303,3916
57;297,92;320,96;303,5268000000001
58;297,4;324,88;303,14239999999995
59;295,48;316,4;301,4744000000001
60;295,4;319,12;301,0936
61;296,0;318,48;299,6996
62;295,8;318,36;299,99
63;294,4;314,84;299,3392
64;293,68;318,84;298,81080000000003
65;293,08;314,84;297,53999999999996
66;292,4;313,12;296,684
67;292,28;313,32;296,24479999999994
68;291,56;314,44;295,9792
69;290,6;312,16;294,73119999999994
70;290,64;314,32;295,11519999999996
71;289,08;312,44;294,24920000000003
72;289,4;312,92;294,0188
73;289,08;311,44;294,0108
74;289,44;309,04;293,15280000000007
75;288,76;309,0;292,29760000000005
76;287,88;313,32;293,20959999999997
77;288,44;315,36;293,4923999999999
78;288,28;314,56;292,1912
79;288,28;310,56;291,3488
80;287,88;309,2;292,20879999999994
81;287,88;309,56;291,95
82;287,88;308,12;290,9104
83;287,68;310,16;291,6224
84;286,32;311,84;290,8284
85;286,76;310,12;290,87000000000006
86;286,64;308,36;290,29200000000003
87;286,64;307,76;289,6528
88;286,64;307,28;289,818
89;286,64;308,76;289,36
90;286,64;311,72;290,7648000000001
91;286,04;311,24;290,73720000000003
92;285,68;312,32;290,4052
93;285,16;308,6;289,454
94;284,76;307,84;288,8467999999999
95;284,76;303,56;288,2796
96;284,76;310,56;289,20959999999997
97;284,32;305,12;288,6604
98;283,84;309,44;288,99679999999995
99;283,56;307,32;287,2768
