0;128,64;139,68;133,4064
1;128,12;132,44;129,7712
2;128,96;128,96;128,96
3;128,96;128,96;128,96
4;128,96;128,96;128,96
5;128,6;129,68;128,9924
6;128,6;129,68;129,1472
7;127,84;130,76;129,1584
8;127,84;130,04;128,4812
9;127,84;130,04;128,9328
10;127,84;130,12;128,78
11;127,84;131,16;129,0632
12;127,84;131,16;128,9672
13;127,84;129,68;128,76
14;127,08;130,28;128,6304
15;125,2;130,32;128,0004
16;125,2;129,52;127,1568
17;125,2;127,28;125,6776
18;125,2;125,8;125,5
19;124,36;125,8;125,116
20;124,36;124,36;124,36
21;124,36;124,36;124,36
22;124,36;125,84;125,1
23;124,36;125,84;125,1
24;124,36;126,56;125,4384
25;124,36;126,56;125,46
26;124,36;126,56;125,46
27;124,36;125,08;124,72
28;124,36;125,08;124,72
29;124,36;125,08;124,72
30;124,36;125,08;124,72
31;124,36;125,08;124,72
32;124,36;124,36;124,36
33;124,36;126,12;124,9496
34;124,36;126,12;125,24
35;123,84;126,12;125,0268
36;123,84;126,12;124,9748
37;123,84;125,6;124,7108
38;123,84;125,44;124,2356
39;123,84;124,6;124,22
40;123,84;124,6;124,5924
41;123,84;124,6;124,296
42;123,84;123,84;123,84
43;123,84;123,84;123,84
44;123,84;123,84;123,84
45;123,8;124,52;124,0464
46;123,8;124,52;124,1404
47;123,8;124,48;124,14
48;123,8;124,48;124,106
49;123,8;124,32;123,9196
50;123,8;124,32;123,9144
51;123,8;123,8;123,8
52;123,76;124,72;124,0148
53;123,76;126,16;124,96
54;123,76;126,16;124,96
55;123,76;126,2;124,9728
56;122,56;126,2;123,8116
57;122,56;123,76;123,16
58;122,56;123,2;122,88
59;122,56;123,64;122,9944
60;122,28;123,64;122,9872
61;122,28;123;122,6372
62;122,28;123;122,6372
63;122,28;124,16;122,8744
64;122,28;123,76;122,9912
65;122,28;122,32;122,3
66;122,28;122,32;122,3
67;122,28;122,32;122,2968
68;122,28;122,28;122,28
69;122,28;122,28;122,28
70;122,28;123,48;122,6136
71;122,28;123,48;122,88
72;122,28;123,48;122,88
73;122,28;123,48;122,88
74;121,44;122,4;122,2164
75;121,32;122,28;121,8144
76;121,32;121,32;121,32
77;121,32;121,32;121,32
78;121,32;121,32;121,32
79;121,32;121,32;121,32
80;121,32;121,32;121,32
81;120,64;121,32;120,98
82;120,64;120,64;120,64
83;120,64;120,64;120,64
84;120,64;120,64;120,64
85;120,64;120,64;120,64
86;120,64;120,64;120,64
87;120,64;120,64;120,64
88;120,64;120,76;120,6916
89;120,64;120,76;120,7
90;120,64;120,76;120,7
91;120,64;120,76;120,7
92;120,64;120,8;120,7064
93;120,64;120,68;120,66
94;120,64;121,52;120,8532
95;120,4;121,52;120,996
96;120,4;123,08;121,7244
97;119,72;123,08;121,4764
98;119,72;123,68;121,7016
99;119,72;123,68;121,0044
